,config_file,weighting_scheme,alpha,fine_tune_epoch,reconstruct_loss,reconstruction_layer,weight_scale,use_down_scale,use_upscale,multi_profile,multi_profile_aggr_scheme,scale_guide_loss,user_profile_embeddings_files,seed,val_NDCG@10,val_Recall@10,val_epoch,test_NDCG@10,test_Recall@10,test_epoch,params,all_seeds
1338,exponential-0.65-4-RMSE-1-0.1-True-False-False-mean-False-gemma_short_large_single-42.yaml,exponential,0.65,4,RMSE,1,0.1,True,False,False,mean,False,gemma_short_large_single,42,0.0987,0.18226,8,0.05904,0.11295,8,"('exponential', 0.65, 4, 'RMSE', 1, 0.1, 'True', 'False', 'False', 'mean', 'False', 'gemma_short_large_single')",[42]
1006,mean-0.5-6-RMSE-2-0.1-True-False-False-mean-True-gemma_short_large_single-42.yaml,mean,0.5,6,RMSE,2,0.1,True,False,False,mean,True,gemma_short_large_single,42,0.09955,0.18335,13,0.05904,0.11401,13,"('mean', 0.5, 6, 'RMSE', 2, 0.1, 'True', 'False', 'False', 'mean', 'True', 'gemma_short_large_single')",[42]
109,mean-0.65-6-MSE-1-0.1-False-True-False-mean-False-gemma_long_large_umap_single-42.yaml,mean,0.65,6,MSE,1,0.1,False,True,False,mean,False,gemma_long_large_umap_single,42,0.09903,0.18373,14,0.05904,0.11349,14,"('mean', 0.65, 6, 'MSE', 1, 0.1, 'False', 'True', 'False', 'mean', 'False', 'gemma_long_large_umap_single')",[42]
635,mean-0.8-6-MSE-1-0.1-False-True-False-mean-True-gemma_short_large_umap_single-42.yaml,mean,0.8,6,MSE,1,0.1,False,True,False,mean,True,gemma_short_large_umap_single,42,0.0992,0.1822,14,0.05904,0.11293,14,"('mean', 0.8, 6, 'MSE', 1, 0.1, 'False', 'True', 'False', 'mean', 'True', 'gemma_short_large_umap_single')",[42]
1520,attention-0.5-6-MSE-2-0.1-True-False-False-mean-True-gemma_long_large_single-42.yaml,attention,0.5,6,MSE,2,0.1,True,False,False,mean,True,gemma_long_large_single,42,0.09844,0.18199,13,0.05903,0.1142,13,"('attention', 0.5, 6, 'MSE', 2, 0.1, 'True', 'False', 'False', 'mean', 'True', 'gemma_long_large_single')",[42]
986,mean-0.5-6-RMSE-1-0.1-True-False-False-mean-False-gemma_short_large_single-42.yaml,mean,0.5,6,RMSE,1,0.1,True,False,False,mean,False,gemma_short_large_single,42,0.099,0.18443,8,0.05903,0.11437,8,"('mean', 0.5, 6, 'RMSE', 1, 0.1, 'True', 'False', 'False', 'mean', 'False', 'gemma_short_large_single')",[42]
1523,attention-0.5-6-MSE-2-0.1-True-False-False-mean-True-gemma_short_large_umap_single-42.yaml,attention,0.5,6,MSE,2,0.1,True,False,False,mean,True,gemma_short_large_umap_single,42,0.09942,0.184,11,0.05903,0.11464,11,"('attention', 0.5, 6, 'MSE', 2, 0.1, 'True', 'False', 'False', 'mean', 'True', 'gemma_short_large_umap_single')",[42]
809,exponential-0.8-4-MSE-2-0.1-False-True-False-mean-True-gemma_long_large_umap_single-42.yaml,exponential,0.8,4,MSE,2,0.1,False,True,False,mean,True,gemma_long_large_umap_single,42,0.09902,0.18324,14,0.05903,0.11399,14,"('exponential', 0.8, 4, 'MSE', 2, 0.1, 'False', 'True', 'False', 'mean', 'True', 'gemma_long_large_umap_single')",[42]
754,exponential-0.65-8-MSE-2-0.1-True-False-False-mean-True-gemma_short_large_single-42.yaml,exponential,0.65,8,MSE,2,0.1,True,False,False,mean,True,gemma_short_large_single,42,0.09963,0.18411,15,0.05903,0.11345,15,"('exponential', 0.65, 8, 'MSE', 2, 0.1, 'True', 'False', 'False', 'mean', 'True', 'gemma_short_large_single')",[42]
1300,mean-0.8-4-RMSE-1-0.1-False-True-False-mean-True-gemma_long_large_single-42.yaml,mean,0.8,4,RMSE,1,0.1,False,True,False,mean,True,gemma_long_large_single,42,0.09834,0.1822,10,0.05903,0.11341,10,"('mean', 0.8, 4, 'RMSE', 1, 0.1, 'False', 'True', 'False', 'mean', 'True', 'gemma_long_large_single')",[42]
1595,exponential-0.8-6-RMSE-1-0.1-True-False-False-mean-False-gemma_short_large_umap_single-42.yaml,exponential,0.8,6,RMSE,1,0.1,True,False,False,mean,False,gemma_short_large_umap_single,42,0.09978,0.18411,8,0.05903,0.11437,8,"('exponential', 0.8, 6, 'RMSE', 1, 0.1, 'True', 'False', 'False', 'mean', 'False', 'gemma_short_large_umap_single')",[42]
1224,attention-0.65-4-MSE-1-0.1-False-True-False-mean-True-gemma_long_large_single-42.yaml,attention,0.65,4,MSE,1,0.1,False,True,False,mean,True,gemma_long_large_single,42,0.09851,0.1822,8,0.05902,0.11364,8,"('attention', 0.65, 4, 'MSE', 1, 0.1, 'False', 'True', 'False', 'mean', 'True', 'gemma_long_large_single')",[42]
1716,exponential-0.5-4-MSE-1-0.1-True-False-False-mean-True-gemma_long_large_single-42.yaml,exponential,0.5,4,MSE,1,0.1,True,False,False,mean,True,gemma_long_large_single,42,0.09866,0.18155,8,0.05902,0.11224,8,"('exponential', 0.5, 4, 'MSE', 1, 0.1, 'True', 'False', 'False', 'mean', 'True', 'gemma_long_large_single')",[42]
230,attention-0.8-4-RMSE-1-0.1-True-False-False-mean-True-gemma_short_large_single-42.yaml,attention,0.8,4,RMSE,1,0.1,True,False,False,mean,True,gemma_short_large_single,42,0.09877,0.18443,9,0.05902,0.11389,9,"('attention', 0.8, 4, 'RMSE', 1, 0.1, 'True', 'False', 'False', 'mean', 'True', 'gemma_short_large_single')",[42]
829,exponential-0.8-8-MSE-1-0.1-True-False-False-mean-True-gemma_long_large_umap_single-42.yaml,exponential,0.8,8,MSE,1,0.1,True,False,False,mean,True,gemma_long_large_umap_single,42,0.09955,0.18373,14,0.05902,0.11454,14,"('exponential', 0.8, 8, 'MSE', 1, 0.1, 'True', 'False', 'False', 'mean', 'True', 'gemma_long_large_umap_single')",[42]
1095,mean-0.65-4-MSE-2-0.1-False-True-False-mean-True-gemma_short_large_umap_single-42.yaml,mean,0.65,4,MSE,2,0.1,False,True,False,mean,True,gemma_short_large_umap_single,42,0.10008,0.18373,14,0.05902,0.11374,14,"('mean', 0.65, 4, 'MSE', 2, 0.1, 'False', 'True', 'False', 'mean', 'True', 'gemma_short_large_umap_single')",[42]
667,mean-0.8-6-RMSE-1-0.1-False-True-False-mean-True-gemma_short_large_umap_single-42.yaml,mean,0.8,6,RMSE,1,0.1,False,True,False,mean,True,gemma_short_large_umap_single,42,0.09855,0.18155,14,0.05902,0.11326,14,"('mean', 0.8, 6, 'RMSE', 1, 0.1, 'False', 'True', 'False', 'mean', 'True', 'gemma_short_large_umap_single')",[42]
412,exponential-0.5-8-MSE-1-0.1-True-False-False-mean-False-gemma_long_large_single-42.yaml,exponential,0.5,8,MSE,1,0.1,True,False,False,mean,False,gemma_long_large_single,42,0.09879,0.18356,8,0.05901,0.11349,8,"('exponential', 0.5, 8, 'MSE', 1, 0.1, 'True', 'False', 'False', 'mean', 'False', 'gemma_long_large_single')",[42]
282,attention-0.8-6-RMSE-1-0.1-False-True-False-mean-False-gemma_short_large_single-42.yaml,attention,0.8,6,RMSE,1,0.1,False,True,False,mean,False,gemma_short_large_single,42,0.09822,0.1822,8,0.05901,0.11516,8,"('attention', 0.8, 6, 'RMSE', 1, 0.1, 'False', 'True', 'False', 'mean', 'False', 'gemma_short_large_single')",[42]
900,mean-0.5-4-MSE-2-0.1-False-True-False-mean-True-gemma_long_large_single-42.yaml,mean,0.5,4,MSE,2,0.1,False,True,False,mean,True,gemma_long_large_single,42,0.09891,0.18416,10,0.05901,0.11412,10,"('mean', 0.5, 4, 'MSE', 2, 0.1, 'False', 'True', 'False', 'mean', 'True', 'gemma_long_large_single')",[42]
1322,mean-0.8-4-RMSE-2-0.1-True-False-False-mean-False-gemma_short_large_single-42.yaml,mean,0.8,4,RMSE,2,0.1,True,False,False,mean,False,gemma_short_large_single,42,0.09845,0.18248,6,0.05901,0.11376,6,"('mean', 0.8, 4, 'RMSE', 2, 0.1, 'True', 'False', 'False', 'mean', 'False', 'gemma_short_large_single')",[42]
1279,mean-0.8-4-MSE-1-0.1-True-False-False-mean-True-gemma_short_large_umap_single-42.yaml,mean,0.8,4,MSE,1,0.1,True,False,False,mean,True,gemma_short_large_umap_single,42,0.09925,0.18443,8,0.05901,0.11406,8,"('mean', 0.8, 4, 'MSE', 1, 0.1, 'True', 'False', 'False', 'mean', 'True', 'gemma_short_large_umap_single')",[42]
509,mean-0.8-8-RMSE-1-0.1-True-False-False-mean-True-gemma_long_large_umap_single-42.yaml,mean,0.8,8,RMSE,1,0.1,True,False,False,mean,True,gemma_long_large_umap_single,42,0.09961,0.18373,14,0.05901,0.11406,14,"('mean', 0.8, 8, 'RMSE', 1, 0.1, 'True', 'False', 'False', 'mean', 'True', 'gemma_long_large_umap_single')",[42]
1550,exponential-0.8-4-RMSE-2-0.1-True-False-False-mean-True-gemma_short_large_single-42.yaml,exponential,0.8,4,RMSE,2,0.1,True,False,False,mean,True,gemma_short_large_single,42,0.09965,0.18389,14,0.059,0.11337,14,"('exponential', 0.8, 4, 'RMSE', 2, 0.1, 'True', 'False', 'False', 'mean', 'True', 'gemma_short_large_single')",[42]
477,exponential-0.65-4-MSE-1-0.1-True-False-False-mean-False-gemma_long_large_umap_single-42.yaml,exponential,0.65,4,MSE,1,0.1,True,False,False,mean,False,gemma_long_large_umap_single,42,0.09896,0.18394,8,0.059,0.11512,8,"('exponential', 0.65, 4, 'MSE', 1, 0.1, 'True', 'False', 'False', 'mean', 'False', 'gemma_long_large_umap_single')",[42]
462,exponential-0.5-8-RMSE-2-0.1-True-False-False-mean-False-gemma_short_large_single-42.yaml,exponential,0.5,8,RMSE,2,0.1,True,False,False,mean,False,gemma_short_large_single,42,0.09876,0.18226,8,0.059,0.11301,8,"('exponential', 0.5, 8, 'RMSE', 2, 0.1, 'True', 'False', 'False', 'mean', 'False', 'gemma_short_large_single')",[42]
1407,exponential-0.65-6-RMSE-1-0.1-True-False-False-mean-True-gemma_short_large_umap_single-42.yaml,exponential,0.65,6,RMSE,1,0.1,True,False,False,mean,True,gemma_short_large_umap_single,42,0.09923,0.18422,10,0.059,0.11385,10,"('exponential', 0.65, 6, 'RMSE', 1, 0.1, 'True', 'False', 'False', 'mean', 'True', 'gemma_short_large_umap_single')",[42]
773,exponential-0.65-8-RMSE-2-0.1-False-True-False-mean-False-gemma_long_large_umap_single-42.yaml,exponential,0.65,8,RMSE,2,0.1,False,True,False,mean,False,gemma_long_large_umap_single,42,0.09971,0.18362,14,0.059,0.11449,14,"('exponential', 0.65, 8, 'RMSE', 2, 0.1, 'False', 'True', 'False', 'mean', 'False', 'gemma_long_large_umap_single')",[42]
364,attention-0.65-6-MSE-1-0.1-True-False-False-mean-False-gemma_long_large_single-42.yaml,attention,0.65,6,MSE,1,0.1,True,False,False,mean,False,gemma_long_large_single,42,0.09775,0.18291,6,0.059,0.11385,6,"('attention', 0.65, 6, 'MSE', 1, 0.1, 'True', 'False', 'False', 'mean', 'False', 'gemma_long_large_single')",[42]
982,mean-0.5-6-RMSE-1-0.1-False-True-False-mean-True-gemma_short_large_single-42.yaml,mean,0.5,6,RMSE,1,0.1,False,True,False,mean,True,gemma_short_large_single,42,0.09894,0.18106,10,0.059,0.11215,10,"('mean', 0.5, 6, 'RMSE', 1, 0.1, 'False', 'True', 'False', 'mean', 'True', 'gemma_short_large_single')",[42]
232,attention-0.8-4-RMSE-2-0.1-False-True-False-mean-False-gemma_long_large_single-42.yaml,attention,0.8,4,RMSE,2,0.1,False,True,False,mean,False,gemma_long_large_single,42,0.09839,0.18215,6,0.059,0.11385,6,"('attention', 0.8, 4, 'RMSE', 2, 0.1, 'False', 'True', 'False', 'mean', 'False', 'gemma_long_large_single')",[42]
1473,attention-0.5-4-RMSE-1-0.1-True-False-False-mean-True-gemma_long_large_umap_single-42.yaml,attention,0.5,4,RMSE,1,0.1,True,False,False,mean,True,gemma_long_large_umap_single,42,0.09822,0.18356,9,0.05899,0.11424,9,"('attention', 0.5, 4, 'RMSE', 1, 0.1, 'True', 'False', 'False', 'mean', 'True', 'gemma_long_large_umap_single')",[42]
774,exponential-0.65-8-RMSE-2-0.1-False-True-False-mean-False-gemma_short_large_single-42.yaml,exponential,0.65,8,RMSE,2,0.1,False,True,False,mean,False,gemma_short_large_single,42,0.09827,0.18297,9,0.05899,0.11462,9,"('exponential', 0.65, 8, 'RMSE', 2, 0.1, 'False', 'True', 'False', 'mean', 'False', 'gemma_short_large_single')",[42]
592,exponential-0.5-6-MSE-2-0.1-True-False-False-mean-False-gemma_long_large_single-42.yaml,exponential,0.5,6,MSE,2,0.1,True,False,False,mean,False,gemma_long_large_single,42,0.09919,0.184,8,0.05899,0.11393,8,"('exponential', 0.5, 6, 'MSE', 2, 0.1, 'True', 'False', 'False', 'mean', 'False', 'gemma_long_large_single')",[42]
842,exponential-0.8-8-MSE-2-0.1-True-False-False-mean-False-gemma_short_large_single-42.yaml,exponential,0.8,8,MSE,2,0.1,True,False,False,mean,False,gemma_short_large_single,42,0.09916,0.18362,8,0.05899,0.1137,8,"('exponential', 0.8, 8, 'MSE', 2, 0.1, 'True', 'False', 'False', 'mean', 'False', 'gemma_short_large_single')",[42]
1610,exponential-0.8-6-RMSE-2-0.1-True-False-False-mean-False-gemma_short_large_single-42.yaml,exponential,0.8,6,RMSE,2,0.1,True,False,False,mean,False,gemma_short_large_single,42,0.09931,0.18155,8,0.05899,0.11222,8,"('exponential', 0.8, 6, 'RMSE', 2, 0.1, 'True', 'False', 'False', 'mean', 'False', 'gemma_short_large_single')",[42]
1403,exponential-0.65-6-RMSE-1-0.1-True-False-False-mean-False-gemma_short_large_umap_single-42.yaml,exponential,0.65,6,RMSE,1,0.1,True,False,False,mean,False,gemma_short_large_umap_single,42,0.09977,0.18449,8,0.05899,0.11479,8,"('exponential', 0.65, 6, 'RMSE', 1, 0.1, 'True', 'False', 'False', 'mean', 'False', 'gemma_short_large_umap_single')",[42]
168,mean-0.65-6-RMSE-2-0.1-True-False-False-mean-True-gemma_long_large_single-42.yaml,mean,0.65,6,RMSE,2,0.1,True,False,False,mean,True,gemma_long_large_single,42,0.0995,0.18384,13,0.05898,0.11345,13,"('mean', 0.65, 6, 'RMSE', 2, 0.1, 'True', 'False', 'False', 'mean', 'True', 'gemma_long_large_single')",[42]
862,exponential-0.8-8-RMSE-1-0.1-True-False-False-mean-True-gemma_short_large_single-42.yaml,exponential,0.8,8,RMSE,1,0.1,True,False,False,mean,True,gemma_short_large_single,42,0.09994,0.18536,14,0.05898,0.11353,14,"('exponential', 0.8, 8, 'RMSE', 1, 0.1, 'True', 'False', 'False', 'mean', 'True', 'gemma_short_large_single')",[42]
1256,mean-0.65-8-RMSE-2-0.1-True-False-False-mean-False-gemma_long_large_single-42.yaml,mean,0.65,8,RMSE,2,0.1,True,False,False,mean,False,gemma_long_large_single,42,0.09782,0.18253,8,0.05898,0.11408,8,"('mean', 0.65, 8, 'RMSE', 2, 0.1, 'True', 'False', 'False', 'mean', 'False', 'gemma_long_large_single')",[42]
1242,mean-0.65-8-RMSE-1-0.1-True-False-False-mean-False-gemma_short_large_single-42.yaml,mean,0.65,8,RMSE,1,0.1,True,False,False,mean,False,gemma_short_large_single,42,0.09882,0.18356,8,0.05898,0.11472,8,"('mean', 0.65, 8, 'RMSE', 1, 0.1, 'True', 'False', 'False', 'mean', 'False', 'gemma_short_large_single')",[42]
1419,exponential-0.65-6-RMSE-2-0.1-True-False-False-mean-False-gemma_short_large_umap_single-42.yaml,exponential,0.65,6,RMSE,2,0.1,True,False,False,mean,False,gemma_short_large_umap_single,42,0.09901,0.18367,8,0.05898,0.1146,8,"('exponential', 0.65, 6, 'RMSE', 2, 0.1, 'True', 'False', 'False', 'mean', 'False', 'gemma_short_large_umap_single')",[42]
1557,exponential-0.8-6-MSE-1-0.1-False-True-False-mean-True-gemma_long_large_umap_single-42.yaml,exponential,0.8,6,MSE,1,0.1,False,True,False,mean,True,gemma_long_large_umap_single,42,0.09847,0.18193,14,0.05898,0.11431,14,"('exponential', 0.8, 6, 'MSE', 1, 0.1, 'False', 'True', 'False', 'mean', 'True', 'gemma_long_large_umap_single')",[42]
1244,mean-0.65-8-RMSE-1-0.1-True-False-False-mean-True-gemma_long_large_single-42.yaml,mean,0.65,8,RMSE,1,0.1,True,False,False,mean,True,gemma_long_large_single,42,0.09867,0.18253,14,0.05897,0.11403,14,"('mean', 0.65, 8, 'RMSE', 1, 0.1, 'True', 'False', 'False', 'mean', 'True', 'gemma_long_large_single')",[42]
693,mean-0.8-8-MSE-1-0.1-False-True-False-mean-False-gemma_long_large_umap_single-42.yaml,mean,0.8,8,MSE,1,0.1,False,True,False,mean,False,gemma_long_large_umap_single,42,0.09936,0.18318,16,0.05897,0.11274,16,"('mean', 0.8, 8, 'MSE', 1, 0.1, 'False', 'True', 'False', 'mean', 'False', 'gemma_long_large_umap_single')",[42]
1548,exponential-0.8-4-RMSE-2-0.1-True-False-False-mean-True-gemma_long_large_single-42.yaml,exponential,0.8,4,RMSE,2,0.1,True,False,False,mean,True,gemma_long_large_single,42,0.09999,0.18411,13,0.05897,0.11372,13,"('exponential', 0.8, 4, 'RMSE', 2, 0.1, 'True', 'False', 'False', 'mean', 'True', 'gemma_long_large_single')",[42]
881,mean-0.5-4-MSE-1-0.1-False-True-False-mean-False-gemma_long_large_umap_single-42.yaml,mean,0.5,4,MSE,1,0.1,False,True,False,mean,False,gemma_long_large_umap_single,42,0.09809,0.1834,11,0.05896,0.11452,11,"('mean', 0.5, 4, 'MSE', 1, 0.1, 'False', 'True', 'False', 'mean', 'False', 'gemma_long_large_umap_single')",[42]
1354,exponential-0.65-4-RMSE-2-0.1-True-False-False-mean-False-gemma_short_large_single-42.yaml,exponential,0.65,4,RMSE,2,0.1,True,False,False,mean,False,gemma_short_large_single,42,0.09903,0.18258,8,0.05896,0.1124,8,"('exponential', 0.65, 4, 'RMSE', 2, 0.1, 'True', 'False', 'False', 'mean', 'False', 'gemma_short_large_single')",[42]
1030,mean-0.5-8-MSE-2-0.1-False-True-False-mean-True-gemma_short_large_single-42.yaml,mean,0.5,8,MSE,2,0.1,False,True,False,mean,True,gemma_short_large_single,42,0.10058,0.18313,11,0.05896,0.1127,11,"('mean', 0.5, 8, 'MSE', 2, 0.1, 'False', 'True', 'False', 'mean', 'True', 'gemma_short_large_single')",[42]
535,exponential-0.5-4-MSE-2-0.1-True-False-False-mean-True-gemma_short_large_umap_single-42.yaml,exponential,0.5,4,MSE,2,0.1,True,False,False,mean,True,gemma_short_large_umap_single,42,0.09945,0.1853,11,0.05896,0.11466,11,"('exponential', 0.5, 4, 'MSE', 2, 0.1, 'True', 'False', 'False', 'mean', 'True', 'gemma_short_large_umap_single')",[42]
1466,attention-0.5-4-RMSE-1-0.1-False-True-False-mean-True-gemma_short_large_single-42.yaml,attention,0.5,4,RMSE,1,0.1,False,True,False,mean,True,gemma_short_large_single,42,0.09855,0.18307,8,0.05896,0.11389,8,"('attention', 0.5, 4, 'RMSE', 1, 0.1, 'False', 'True', 'False', 'mean', 'True', 'gemma_short_large_single')",[42]
1484,attention-0.5-4-RMSE-2-0.1-True-False-False-mean-False-gemma_long_large_single-42.yaml,attention,0.5,4,RMSE,2,0.1,True,False,False,mean,False,gemma_long_large_single,42,0.09806,0.18351,9,0.05896,0.11422,9,"('attention', 0.5, 4, 'RMSE', 2, 0.1, 'True', 'False', 'False', 'mean', 'False', 'gemma_long_large_single')",[42]
1379,exponential-0.65-6-MSE-2-0.1-False-True-False-mean-False-gemma_short_large_umap_single-42.yaml,exponential,0.65,6,MSE,2,0.1,False,True,False,mean,False,gemma_short_large_umap_single,42,0.09887,0.18313,12,0.05896,0.1133,12,"('exponential', 0.65, 6, 'MSE', 2, 0.1, 'False', 'True', 'False', 'mean', 'False', 'gemma_short_large_umap_single')",[42]
1196,attention-0.5-8-RMSE-1-0.1-True-False-False-mean-False-gemma_long_large_single-42.yaml,attention,0.5,8,RMSE,1,0.1,True,False,False,mean,False,gemma_long_large_single,42,0.09814,0.18297,6,0.05895,0.11347,6,"('attention', 0.5, 8, 'RMSE', 1, 0.1, 'True', 'False', 'False', 'mean', 'False', 'gemma_long_large_single')",[42]
796,exponential-0.8-4-MSE-1-0.1-True-False-False-mean-False-gemma_long_large_single-42.yaml,exponential,0.8,4,MSE,1,0.1,True,False,False,mean,False,gemma_long_large_single,42,0.09898,0.18335,8,0.05895,0.11372,8,"('exponential', 0.8, 4, 'MSE', 1, 0.1, 'True', 'False', 'False', 'mean', 'False', 'gemma_long_large_single')",[42]
1533,exponential-0.8-4-RMSE-1-0.1-True-False-False-mean-True-gemma_long_large_umap_single-42.yaml,exponential,0.8,4,RMSE,1,0.1,True,False,False,mean,True,gemma_long_large_umap_single,42,0.09947,0.18291,8,0.05895,0.1142,8,"('exponential', 0.8, 4, 'RMSE', 1, 0.1, 'True', 'False', 'False', 'mean', 'True', 'gemma_long_large_umap_single')",[42]
802,exponential-0.8-4-MSE-1-0.1-True-False-False-mean-True-gemma_short_large_single-42.yaml,exponential,0.8,4,MSE,1,0.1,True,False,False,mean,True,gemma_short_large_single,42,0.0995,0.18541,13,0.05895,0.11508,13,"('exponential', 0.8, 4, 'MSE', 1, 0.1, 'True', 'False', 'False', 'mean', 'True', 'gemma_short_large_single')",[42]
1309,mean-0.8-4-RMSE-1-0.1-True-False-False-mean-True-gemma_long_large_umap_single-42.yaml,mean,0.8,4,RMSE,1,0.1,True,False,False,mean,True,gemma_long_large_umap_single,42,0.09948,0.18509,9,0.05895,0.11355,9,"('mean', 0.8, 4, 'RMSE', 1, 0.1, 'True', 'False', 'False', 'mean', 'True', 'gemma_long_large_umap_single')",[42]
1717,exponential-0.5-4-MSE-1-0.1-True-False-False-mean-True-gemma_long_large_umap_single-42.yaml,exponential,0.5,4,MSE,1,0.1,True,False,False,mean,True,gemma_long_large_umap_single,42,0.09901,0.18492,11,0.05895,0.1146,11,"('exponential', 0.5, 4, 'MSE', 1, 0.1, 'True', 'False', 'False', 'mean', 'True', 'gemma_long_large_umap_single')",[42]
1446,attention-0.5-4-MSE-2-0.1-False-True-False-mean-False-gemma_short_large_single-42.yaml,attention,0.5,4,MSE,2,0.1,False,True,False,mean,False,gemma_short_large_single,42,0.09898,0.184,8,0.05895,0.11521,8,"('attention', 0.5, 4, 'MSE', 2, 0.1, 'False', 'True', 'False', 'mean', 'False', 'gemma_short_large_single')",[42]
1269,mean-0.8-4-MSE-1-0.1-False-True-False-mean-True-gemma_long_large_umap_single-42.yaml,mean,0.8,4,MSE,1,0.1,False,True,False,mean,True,gemma_long_large_umap_single,42,0.09944,0.18416,14,0.05895,0.11466,14,"('mean', 0.8, 4, 'MSE', 1, 0.1, 'False', 'True', 'False', 'mean', 'True', 'gemma_long_large_umap_single')",[42]
1505,attention-0.5-6-MSE-1-0.1-True-False-False-mean-True-gemma_long_large_umap_single-42.yaml,attention,0.5,6,MSE,1,0.1,True,False,False,mean,True,gemma_long_large_umap_single,42,0.09866,0.18307,10,0.05894,0.11414,10,"('attention', 0.5, 6, 'MSE', 1, 0.1, 'True', 'False', 'False', 'mean', 'True', 'gemma_long_large_umap_single')",[42]
238,attention-0.8-4-RMSE-2-0.1-False-True-False-mean-True-gemma_short_large_single-42.yaml,attention,0.8,4,RMSE,2,0.1,False,True,False,mean,True,gemma_short_large_single,42,0.09951,0.18324,8,0.05894,0.11397,8,"('attention', 0.8, 4, 'RMSE', 2, 0.1, 'False', 'True', 'False', 'mean', 'True', 'gemma_short_large_single')",[42]
310,attention-0.65-4-MSE-2-0.1-False-True-False-mean-False-gemma_short_large_single-42.yaml,attention,0.65,4,MSE,2,0.1,False,True,False,mean,False,gemma_short_large_single,42,0.09866,0.184,6,0.05894,0.11456,6,"('attention', 0.65, 4, 'MSE', 2, 0.1, 'False', 'True', 'False', 'mean', 'False', 'gemma_short_large_single')",[42]
1004,mean-0.5-6-RMSE-2-0.1-True-False-False-mean-True-gemma_long_large_single-42.yaml,mean,0.5,6,RMSE,2,0.1,True,False,False,mean,True,gemma_long_large_single,42,0.09925,0.18324,13,0.05894,0.11328,13,"('mean', 0.5, 6, 'RMSE', 2, 0.1, 'True', 'False', 'False', 'mean', 'True', 'gemma_long_large_single')",[42]
1707,exponential-0.5-4-MSE-1-0.1-False-True-False-mean-False-gemma_short_large_umap_single-42.yaml,exponential,0.5,4,MSE,1,0.1,False,True,False,mean,False,gemma_short_large_umap_single,42,0.09852,0.18079,8,0.05894,0.11303,8,"('exponential', 0.5, 4, 'MSE', 1, 0.1, 'False', 'True', 'False', 'mean', 'False', 'gemma_short_large_umap_single')",[42]
298,attention-0.8-6-RMSE-2-0.1-False-True-False-mean-False-gemma_short_large_single-42.yaml,attention,0.8,6,RMSE,2,0.1,False,True,False,mean,False,gemma_short_large_single,42,0.0985,0.18476,8,0.05894,0.11502,8,"('attention', 0.8, 6, 'RMSE', 2, 0.1, 'False', 'True', 'False', 'mean', 'False', 'gemma_short_large_single')",[42]
1652,attention-0.8-8-MSE-1-0.1-True-False-False-mean-True-gemma_long_large_single-42.yaml,attention,0.8,8,MSE,1,0.1,True,False,False,mean,True,gemma_long_large_single,42,0.09833,0.18112,13,0.05894,0.11364,13,"('attention', 0.8, 8, 'MSE', 1, 0.1, 'True', 'False', 'False', 'mean', 'True', 'gemma_long_large_single')",[42]
519,mean-0.8-8-RMSE-2-0.1-False-True-False-mean-True-gemma_short_large_umap_single-42.yaml,mean,0.8,8,RMSE,2,0.1,False,True,False,mean,True,gemma_short_large_umap_single,42,0.09904,0.18226,20,0.05894,0.11301,20,"('mean', 0.8, 8, 'RMSE', 2, 0.1, 'False', 'True', 'False', 'mean', 'True', 'gemma_short_large_umap_single')",[42]
830,exponential-0.8-8-MSE-1-0.1-True-False-False-mean-True-gemma_short_large_single-42.yaml,exponential,0.8,8,MSE,1,0.1,True,False,False,mean,True,gemma_short_large_single,42,0.09963,0.18297,14,0.05894,0.11391,14,"('exponential', 0.8, 8, 'MSE', 1, 0.1, 'True', 'False', 'False', 'mean', 'True', 'gemma_short_large_single')",[42]
517,mean-0.8-8-RMSE-2-0.1-False-True-False-mean-True-gemma_long_large_umap_single-42.yaml,mean,0.8,8,RMSE,2,0.1,False,True,False,mean,True,gemma_long_large_umap_single,42,0.09922,0.18275,17,0.05894,0.11468,17,"('mean', 0.8, 8, 'RMSE', 2, 0.1, 'False', 'True', 'False', 'mean', 'True', 'gemma_long_large_umap_single')",[42]
668,mean-0.8-6-RMSE-1-0.1-True-False-False-mean-False-gemma_long_large_single-42.yaml,mean,0.8,6,RMSE,1,0.1,True,False,False,mean,False,gemma_long_large_single,42,0.09822,0.18258,8,0.05893,0.11426,8,"('mean', 0.8, 6, 'RMSE', 1, 0.1, 'True', 'False', 'False', 'mean', 'False', 'gemma_long_large_single')",[42]
469,exponential-0.65-4-MSE-1-0.1-False-True-False-mean-False-gemma_long_large_umap_single-42.yaml,exponential,0.65,4,MSE,1,0.1,False,True,False,mean,False,gemma_long_large_umap_single,42,0.09845,0.18182,10,0.05893,0.11439,10,"('exponential', 0.65, 4, 'MSE', 1, 0.1, 'False', 'True', 'False', 'mean', 'False', 'gemma_long_large_umap_single')",[42]
1028,mean-0.5-8-MSE-2-0.1-False-True-False-mean-True-gemma_long_large_single-42.yaml,mean,0.5,8,MSE,2,0.1,False,True,False,mean,True,gemma_long_large_single,42,0.10109,0.18509,11,0.05893,0.11322,11,"('mean', 0.5, 8, 'MSE', 2, 0.1, 'False', 'True', 'False', 'mean', 'True', 'gemma_long_large_single')",[42]
